"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","success","value","png","strokes","task","resp"
"12976","
       <p style=""font-size:25px;border: 0px solid #000;border-radius: 5px; color:#222;padding: 8px; font-family: sans-serif"">Welcome</p><hr>
       <p>Thanks for participing in this chain-transmission experiment.</p>
       <p style=""font-size:18px"">To begin, click on <b>Continue</b>.</p>
  ","0","html-button-response","0","12984","0.0-0.0","","","","","",""
"","","","fullscreen","1","19407","0.0-1.0","true","","","","",""
"","","","call-function","2","19414","0.0-2.0","","true","","","",""
"13215","
<p>Welcome to this transmission chain experiment! This study explores the difficulty of spelling specific names.</p>

<p>You will be asked to spell the last name of a celebrity appearing on the screen. You will be shown a picture of the celebrity and an audio of his*her name.</p> 

<p>Good luck!</p>","0","html-button-response","3","32632","0.0-3.0","","","","","",""
"50009","","null","sketchpad","4","82653","0.0-4.0","","","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAfQAAAD6CAYAAABXq7VOAAAAAXNSR0IArs4c6QAAEBhJREFUeF7t3Vt227gSBVA7r3FlaMnIMq887F5KLyWKlh4EWKDA430/b0gAtauax6Lt5Pn19fX1yf8IECBAgACBXQs8C/Rd98/hCRAgQIDAbwGBbhAIECBAgECAgEAPaKISCBAgQICAQDcDBAgQIEAgQECgBzRRCQQIECBAQKCbAQIECBAgECAg0AOaqAQCBAgQICDQzQABAgQIEAgQEOgBTVQCAQIECBAQ6GaAAAECBAgECAj0gCYqgQABAgQICHQzQIAAAQIEAgQEekATlUCAAAECBAS6GSBAgAABAgECAj2giUogQIAAAQIC3QwQIECAAIEAAYEe0EQlECBAgAABgW4GCBAgQIBAgIBAD2iiEggQIECAgEA3AwQIECBAIEBAoAc0UQkECBAgQECgmwECBAgQIBAgINADmqgEAgQIECAg0M0AAQIECBAIEBDoAU1UAgECBAgQEOhmgAABAgQIBAgI9IAmKoEAAQIECAh0M0CAAAECBAIEBHpAE5VAgAABAgQEuhkgQIAAAQIBAgI9oIlKIECAAAECAt0MECBAgACBAAGBHtBEJRAgQIAAAYFuBggQIECAQICAQA9oohIIECBAgIBANwMECBAgQCBAQKAHNFEJBAgQIEBAoJsBAgQIECAQICDQA5qoBAIECBAgINDNAAECBAgQCBAQ6AFNVAIBAgQIEBDoZoAAAQIECAQICPSAJiqBAAECBAgIdDNAgAABAgQCBAR6QBOVQIAAAQIEBLoZIECAAAECAQICPaCJSiBAgAABAgLdDBAgQIAAgQABgR7QRCUQIECAAAGBbgYIECBAgECAgEAPaKISCBAgQICAQDcDBAgQIEAgQECgBzRRCQQIECBAQKCbAQIECBAgECAg0AOaqAQCBAgQICDQzQABAgQIEAgQEOgBTVQCAQIECBAQ6GaAAAECBAgECAj0gCYqgQABAgQICHQzQIAAAQIEAgQEekATlUCAAAECBAS6GSBAgAABAgECAj2giUogQIAAAQIC3QwQIECAAIEAAYEe0EQlECBAgAABgW4GCBAgQIBAgIBAD2iiEggQIECAgEA3AwQIECBAIEBAoAc0UQkECBAgQECgmwECBAgQIBAgINADmqgEAgQIECAg0M0AAQIECBAIEBDoAU1UAgECBAgQEOhmgAABAgQIBAgI9IAmKoEAAQIECAh0M0CAAAECBAIEBHpAE5VAgAABAgQEuhkgQIAAAQIBAgI9oIlKIECAAAECAt0MECBAgACBAAGBHtBEJRAgQIAAAYFuBggQIECAQICAQA9oohIIECBAgIBANwMECBAgQCBAQKAHNFEJBAgQIEBAoJsBAgQIECAQICDQA5qoBAIECBAgINDNAAECBAgQCBAQ6AOb+Pz8fHf1wzUvLy93r3MBAQIECBC4JSDQB83HkjA/31q4D2qGZQkQIPAGBAT6gCafhvnr6+vVHd69e/d06c9v3TPguJYkQIAAgQABgV7cxNOQXhrMl4J96b3Fx7ccAQIECOxUQKAXN+746bz39fnST/fFx7YcAQIECOxcQKAXNrAqjKvWKSzNUgQIECAwuYBAL2pQz6v2W1sfQz3p1XtiTUXjYxkCBAisFhDoqwn/X2Dtq/aiY0y9jECfuj0OR4DAzgUEekEDvSJfhnge6D2/2rdsp79X7fUNhy9+WjvtegIEBPrKGah+1b7yOFPfvnWgf/78+enbt29Tm1w7nEDfZdscmsBDBQT6Sn6v2pcDCilWywVcSYBAq4BAbxU7u15ILQdkxWq5gCsJEGgVEOitYifXz/i985lDc+azrRiDIbeyGsJqUQLRAgK9s72zfu985iCY+WydYzDsNlbDaC1MIFZAoHe2dtbvnc8cBDOf7dIYPPK8j9y78z8JtxEg8GABgd7ZgFkfuNXnqlyvcq3OtjXd9sjzPnLvJiQXEyAwjYBA72jFrK/bD6VUB0HlepVrdbSt+ZZHnveRezdDuYEAgSkEBHpHG2Z93S7QO5p545ZHhuoj965VtBoBAlsJCPQO6ZkfttVnq1yvcq2OtjXf8sjzPnLvZig3ECAwhYBAb2zDzK/bfUJvbOadyx8Zqo/cu1bRagQIbCUg0BulZ37dLtAbm7kw0I+uLy8vtRtM+rp/syJtRIBAqYBAb+Sc/ZNT9fkq16tcq7FtXZcfz3t+8+H/Hx3ue7PqAnYTAQKlAgK9kXP2B231+SrXq1yrsW1dl5++jbn0r7aN/Jfc9mbVBewmAgRKBQR6I+fsD9rq81WuV7lWY9u6Lj8/7+nPTxwXHBXqe7PqAnYTAQKlAgK9kXP2B231+SrXq1yrsW1dl9867+nr+BGhvjerLmA3ESBQKiDQGzhn/wn3QynVQVC53vla175HvaQlI0L0fN97tZ+ev/r76vf2XmLkGgIE3paAQG/o9+hPZQ1HuXppdRBUrpcW6KdfQFW/gq90r5graxAgML+AQG/o0ekPSY3+KeeGY/1zaXUQVK5XuVavT8t9S897/qah4tP60r1b6nEtAQLZAgK9ob97eMhWn7Fyvcq1GtrWfWnLeat/YK5l7+4C3UiAQJSAQG9o5+wP2Q8fPjz9+vXrd0VV32OurLlyrYa2dV/ac97zYO/tQ8/e3YW6kQCBCAGB3tDG2R+yAr2hmQsuPfb74Prjx48Fd/y9ZO3PW8w+a00YLiZAYBMBgd7APPtDdm2IXKKorLlyrYa2dV+61nPN/Xuz6kZ2IwECZQICvYFy9ofs8Xzv379/+vnzZ0Nl1y+trLlyrZLi7iyyJpCPS/eusTerLfphDwIEbgsI9IYJmf0hK9Abmrng0o8fP/75wqj3e+GHbXpCffZZW8DnEgIENhYQ6A3gPQ/mhuVXXzoiBCrXrFxrNdbCBarO3Do7VfsuLNNlBAgECAj0xibO/KC9drbTMGks98/laz6hnr9+rlirt47W+6r6LdBb5V1PgECrgEBvFDsPx+pwWhMgAr2xmQsuX9OP8+VbQr1y3wVluoQAgQABgd7RxFGhfvhhtuPfQNfzhcKIEKhcs3KtjrZ13VJ55tPfUT+se+tvG6zct6twNxEgsDsBgb6iZdUP3eN6Pb/3/OnTpz+/K93zxcA1hsoaK9da0bamW6vPvPRTevW+TUW7mACBXQoI9BVtq/6kvuYhfrz38JPZ379/X1HVv7euOdO1V86VX3CUFXplocr6j1ssCfUR+462sj4BAo8VEOgr/S/9wFlPYC15yN866qgAqFy3cq2VbVt8+4gzL3n1PmLfxUW7kACBXQoI9IK2VXxSF+gFjRiwxKhgvdfvUfsOILIkAQKTCAj0wkb0PoTvPdyXHLF373trV65btdaltyL36jj985Y3KFVnvnS+W30fuW+LlWsJENiPgEAv7FXPQ7gizA8l9Oy9pPTKdXvXWhvg53XOEui3Xr33Wi3pqWsIEMgUEOiFfW0J54rX9Mejt+zbWm5lsCxd6/Qn9m+dtyWYW+s+tx2117XeLbXqrct9BAjkCQj04p72fppcExgjH/6Va99a6/TvTb/WkjVGvW2urP/aGS6F+hb79pq4jwCBOQUE+oC+LA31qoAa+fCvXPt8rdN/v/1SG6p/Ba+n1ZX139r/PNS32rfHxD0ECMwpINDn7MviU4183X44RGWwLPlCp+cv1VmM1XFhZf33tr/kU/VF3729/TkBAvsXEOg77+HowKlc/1qgV/777dXtrKz/3tkE+j0hf06AwM03fa8+Aux6QkYHTuUbgNFnHdHIrc98Hur+8xzRVWsSyBTwCX3nfR0dOAL9+feEbBmsleY7H2/HJ0CgQUCgN2DNeOnoQD/UvMUeM9q+9dpn7YlzESBwWUCg73wytgjbLfaYtQ1vufZZe+JcBAgI9MgZ2CJwtthj1ua85dpn7YlzESAg0CNnYIvA2WKPWZvzlmuftSfORYCAQI+cgS0C5+vXr09fvnzZ9AfDZmnWFr6z1OocBAjsW8D30PfdP6cnQIAAAQK/BQS6QSBAgAABAgECAj2giUogQIAAAQIC3QwQIECAAIEAAYEe0EQlECBAgAABgW4GCBAgQIBAgIBAD2iiEggQIECAgEA3AwQIECBAIEBAoAc0UQkECBAgQECgmwECBAgQIBAgINADmqgEAgQIECAg0M0AAQIECBAIEBDoAU1UAgECBAgQEOhmgAABAgQIBAgI9IAmKoEAAQIECAh0M0CAAAECBAIEBHpAE5VAgAABAgQEuhkgQIAAAQIBAgI9oIlKIECAAAECAt0MECBAgACBAAGBHtBEJRAgQIAAAYFuBggQIECAQICAQA9oohIIECBAgIBANwMECBAgQCBAQKAHNFEJBAgQIEBAoJsBAgQIECAQICDQA5qoBAIECBAgINDNAAECBAgQCBAQ6AFNVAIBAgQIEBDoZoAAAQIECAQICPSAJiqBAAECBAgIdDNAgAABAgQCBAR6QBOVQIAAAQIEBLoZIECAAAECAQICPaCJSiBAgAABAgLdDBAgQIAAgQABgR7QRCUQIECAAAGBbgYIECBAgECAgEAPaKISCBAgQICAQDcDBAgQIEAgQECgBzRRCQQIECBAQKCbAQIECBAgECAg0AOaqAQCBAgQICDQzQABAgQIEAgQEOgBTVQCAQIECBAQ6GaAAAECBAgECAj0gCYqgQABAgQICHQzQIAAAQIEAgQEekATlUCAAAECBAS6GSBAgAABAgECAj2giUogQIAAAQIC3QwQIECAAIEAAYEe0EQlECBAgAABgW4GCBAgQIBAgIBAD2iiEggQIECAgEA3AwQIECBAIEBAoAc0UQkECBAgQECgmwECBAgQIBAgINADmqgEAgQIECAg0M0AAQIECBAIEBDoAU1UAgECBAgQEOhmgAABAgQIBAgI9IAmKoEAAQIECAh0M0CAAAECBAIEBHpAE5VAgAABAgQEuhkgQIAAAQIBAgI9oIlKIECAAAECAt0MECBAgACBAAGBHtBEJRAgQIAAAYFuBggQIECAQICAQA9oohIIECBAgIBANwMECBAgQCBAQKAHNFEJBAgQIEBAoJsBAgQIECAQICDQA5qoBAIECBAgINDNAAECBAgQCBAQ6AFNVAIBAgQIEBDoZoAAAQIECAQICPSAJiqBAAECBAgIdDNAgAABAgQCBAR6QBOVQIAAAQIEBLoZIECAAAECAQICPaCJSiBAgAABAgLdDBAgQIAAgQABgR7QRCUQIECAAAGBbgYIECBAgECAgEAPaKISCBAgQICAQDcDBAgQIEAgQECgBzRRCQQIECBAQKCbAQIECBAgECAg0AOaqAQCBAgQICDQzQABAgQIEAgQEOgBTVQCAQIECBAQ6GaAAAECBAgECAj0gCYqgQABAgQICHQzQIAAAQIEAgQEekATlUCAAAECBAS6GSBAgAABAgECAj2giUogQIAAAQIC3QwQIECAAIEAAYEe0EQlECBAgAABgW4GCBAgQIBAgIBAD2iiEggQIECAgEA3AwQIECBAIEBAoAc0UQkECBAgQOA/LiXPfISS5VcAAAAASUVORK5CYII=","[[{""x"":104,""y"":95,""color"":""#000000"",""action"":""start"",""t"":28299},{""x"":103,""y"":95,""action"":""move""},{""x"":102,""y"":94,""action"":""move""},{""x"":100,""y"":92,""action"":""move""},{""x"":97,""y"":91,""action"":""move""},{""x"":95,""y"":90,""action"":""move""},{""x"":93,""y"":90,""action"":""move""},{""x"":91,""y"":90,""action"":""move""},{""x"":90,""y"":90,""action"":""move""},{""x"":89,""y"":90,""action"":""move""},{""x"":88,""y"":90,""action"":""move""},{""x"":87,""y"":91,""action"":""move""},{""x"":86,""y"":92,""action"":""move""},{""x"":85,""y"":94,""action"":""move""},{""x"":84,""y"":95,""action"":""move""},{""x"":83,""y"":97,""action"":""move""},{""x"":82,""y"":98,""action"":""move""},{""x"":81,""y"":100,""action"":""move""},{""x"":81,""y"":101,""action"":""move""},{""x"":80,""y"":102,""action"":""move""},{""x"":79,""y"":104,""action"":""move""},{""x"":79,""y"":105,""action"":""move""},{""x"":78,""y"":107,""action"":""move""},{""x"":78,""y"":108,""action"":""move""},{""x"":77,""y"":110,""action"":""move""},{""x"":77,""y"":112,""action"":""move""},{""x"":77,""y"":114,""action"":""move""},{""x"":76,""y"":117,""action"":""move""},{""x"":76,""y"":119,""action"":""move""},{""x"":76,""y"":120,""action"":""move""},{""x"":76,""y"":121,""action"":""move""},{""x"":76,""y"":122,""action"":""move""},{""x"":76,""y"":122,""action"":""move""},{""x"":76,""y"":123,""action"":""move""},{""x"":76,""y"":123,""action"":""move""},{""x"":77,""y"":124,""action"":""move""},{""x"":77,""y"":125,""action"":""move""},{""x"":78,""y"":126,""action"":""move""},{""x"":79,""y"":126,""action"":""move""},{""x"":80,""y"":127,""action"":""move""},{""x"":80,""y"":128,""action"":""move""},{""x"":81,""y"":129,""action"":""move""},{""x"":81,""y"":129,""action"":""move""},{""x"":82,""y"":129,""action"":""move""},{""x"":82,""y"":130,""action"":""move""},{""x"":82,""y"":130,""action"":""move""},{""x"":83,""y"":130,""action"":""move""},{""x"":83,""y"":130,""action"":""move""},{""x"":83,""y"":130,""action"":""move""},{""x"":84,""y"":130,""action"":""move""},{""x"":84,""y"":131,""action"":""move""},{""x"":84,""y"":132,""action"":""move""},{""x"":84,""y"":133,""action"":""move""},{""x"":85,""y"":134,""action"":""move""},{""x"":85,""y"":134,""action"":""move""},{""x"":86,""y"":135,""action"":""move""},{""x"":86,""y"":135,""action"":""move""},{""x"":87,""y"":135,""action"":""move""},{""x"":87,""y"":135,""action"":""move""},{""x"":88,""y"":135,""action"":""move""},{""x"":89,""y"":135,""action"":""move""},{""x"":90,""y"":135,""action"":""move""},{""x"":91,""y"":135,""action"":""move""},{""x"":92,""y"":135,""action"":""move""},{""x"":93,""y"":135,""action"":""move""},{""x"":93,""y"":135,""action"":""move""},{""x"":94,""y"":135,""action"":""move""},{""x"":95,""y"":134,""action"":""move""},{""x"":95,""y"":134,""action"":""move""},{""x"":96,""y"":134,""action"":""move""},{""x"":97,""y"":134,""action"":""move""},{""x"":97,""y"":133,""action"":""move""},{""x"":98,""y"":132,""action"":""move""},{""x"":99,""y"":131,""action"":""move""},{""x"":99,""y"":130,""action"":""move""},{""x"":100,""y"":130,""action"":""move""},{""x"":100,""y"":129,""action"":""move""},{""x"":100,""y"":129,""action"":""move""},{""x"":100,""y"":128,""action"":""move""},{""x"":100,""y"":128,""action"":""move""},{""x"":100,""y"":127,""action"":""move""},{""x"":101,""y"":127,""action"":""move""},{""x"":101,""y"":126,""action"":""move""},{""x"":101,""y"":125,""action"":""move""},{""x"":101,""y"":125,""action"":""move""},{""x"":101,""y"":125,""action"":""move""},{""x"":101,""y"":125,""action"":""move""},{""x"":101,""y"":125,""action"":""move""},{""action"":""end"",""t"":29978}],[{""x"":117,""y"":101,""color"":""#000000"",""action"":""start"",""t"":30896},{""x"":117,""y"":102,""action"":""move""},{""x"":117,""y"":103,""action"":""move""},{""x"":117,""y"":107,""action"":""move""},{""x"":117,""y"":113,""action"":""move""},{""x"":117,""y"":118,""action"":""move""},{""x"":116,""y"":123,""action"":""move""},{""x"":116,""y"":127,""action"":""move""},{""x"":115,""y"":129,""action"":""move""},{""x"":115,""y"":131,""action"":""move""},{""x"":115,""y"":133,""action"":""move""},{""x"":114,""y"":134,""action"":""move""},{""x"":114,""y"":136,""action"":""move""},{""x"":113,""y"":137,""action"":""move""},{""x"":113,""y"":139,""action"":""move""},{""x"":113,""y"":140,""action"":""move""},{""x"":113,""y"":141,""action"":""move""},{""x"":113,""y"":142,""action"":""move""},{""x"":113,""y"":143,""action"":""move""},{""x"":113,""y"":144,""action"":""move""},{""x"":113,""y"":145,""action"":""move""},{""x"":113,""y"":145,""action"":""move""},{""action"":""end"",""t"":31512}],[{""x"":137,""y"":104,""color"":""#000000"",""action"":""start"",""t"":33047},{""x"":137,""y"":104,""action"":""move""},{""x"":137,""y"":106,""action"":""move""},{""x"":137,""y"":108,""action"":""move""},{""x"":137,""y"":110,""action"":""move""},{""x"":137,""y"":112,""action"":""move""},{""x"":137,""y"":115,""action"":""move""},{""x"":137,""y"":117,""action"":""move""},{""x"":137,""y"":119,""action"":""move""},{""x"":137,""y"":121,""action"":""move""},{""x"":137,""y"":122,""action"":""move""},{""x"":137,""y"":124,""action"":""move""},{""x"":137,""y"":125,""action"":""move""},{""x"":137,""y"":126,""action"":""move""},{""x"":137,""y"":127,""action"":""move""},{""x"":137,""y"":128,""action"":""move""},{""x"":137,""y"":130,""action"":""move""},{""x"":137,""y"":133,""action"":""move""},{""x"":137,""y"":135,""action"":""move""},{""x"":137,""y"":136,""action"":""move""},{""x"":137,""y"":138,""action"":""move""},{""x"":137,""y"":139,""action"":""move""},{""x"":138,""y"":139,""action"":""move""},{""x"":138,""y"":140,""action"":""move""},{""x"":138,""y"":141,""action"":""move""},{""x"":138,""y"":141,""action"":""move""},{""x"":138,""y"":141,""action"":""move""},{""x"":138,""y"":141,""action"":""move""},{""x"":138,""y"":142,""action"":""move""},{""x"":138,""y"":142,""action"":""move""},{""x"":138,""y"":143,""action"":""move""},{""x"":138,""y"":143,""action"":""move""},{""x"":138,""y"":144,""action"":""move""},{""x"":139,""y"":144,""action"":""move""},{""action"":""end"",""t"":33896}],[{""x"":121,""y"":125,""color"":""#000000"",""action"":""start"",""t"":35447},{""x"":121,""y"":125,""action"":""move""},{""x"":121,""y"":125,""action"":""move""},{""x"":122,""y"":125,""action"":""move""},{""x"":123,""y"":125,""action"":""move""},{""x"":124,""y"":125,""action"":""move""},{""x"":125,""y"":125,""action"":""move""},{""x"":126,""y"":125,""action"":""move""},{""x"":127,""y"":125,""action"":""move""},{""x"":128,""y"":125,""action"":""move""},{""x"":129,""y"":125,""action"":""move""},{""x"":129,""y"":125,""action"":""move""},{""x"":130,""y"":125,""action"":""move""},{""x"":130,""y"":125,""action"":""move""},{""x"":131,""y"":125,""action"":""move""},{""x"":132,""y"":125,""action"":""move""},{""x"":133,""y"":125,""action"":""move""},{""x"":134,""y"":125,""action"":""move""},{""x"":134,""y"":125,""action"":""move""},{""x"":135,""y"":125,""action"":""move""},{""x"":135,""y"":125,""action"":""move""},{""x"":136,""y"":125,""action"":""move""},{""x"":136,""y"":125,""action"":""move""},{""x"":137,""y"":125,""action"":""move""},{""x"":137,""y"":125,""action"":""move""},{""x"":137,""y"":125,""action"":""move""},{""x"":137,""y"":125,""action"":""move""},{""x"":137,""y"":125,""action"":""move""},{""x"":137,""y"":125,""action"":""move""},{""x"":137,""y"":125,""action"":""move""},{""x"":137,""y"":125,""action"":""move""},{""action"":""end"",""t"":36429}],[{""x"":156,""y"":95,""color"":""#000000"",""action"":""start"",""t"":37779},{""x"":156,""y"":95,""action"":""move""},{""x"":156,""y"":96,""action"":""move""},{""x"":156,""y"":99,""action"":""move""},{""x"":156,""y"":103,""action"":""move""},{""x"":156,""y"":107,""action"":""move""},{""x"":156,""y"":112,""action"":""move""},{""x"":156,""y"":115,""action"":""move""},{""x"":156,""y"":118,""action"":""move""},{""x"":156,""y"":121,""action"":""move""},{""x"":156,""y"":123,""action"":""move""},{""x"":156,""y"":125,""action"":""move""},{""x"":156,""y"":126,""action"":""move""},{""x"":156,""y"":128,""action"":""move""},{""x"":156,""y"":129,""action"":""move""},{""x"":156,""y"":130,""action"":""move""},{""x"":156,""y"":131,""action"":""move""},{""x"":156,""y"":133,""action"":""move""},{""x"":156,""y"":135,""action"":""move""},{""x"":156,""y"":137,""action"":""move""},{""x"":156,""y"":138,""action"":""move""},{""x"":156,""y"":139,""action"":""move""},{""x"":156,""y"":139,""action"":""move""},{""x"":156,""y"":139,""action"":""move""},{""x"":156,""y"":139,""action"":""move""},{""x"":156,""y"":138,""action"":""move""},{""x"":157,""y"":137,""action"":""move""},{""x"":159,""y"":137,""action"":""move""},{""x"":162,""y"":136,""action"":""move""},{""x"":165,""y"":135,""action"":""move""},{""x"":168,""y"":134,""action"":""move""},{""x"":172,""y"":133,""action"":""move""},{""x"":176,""y"":132,""action"":""move""},{""x"":180,""y"":132,""action"":""move""},{""x"":183,""y"":132,""action"":""move""},{""x"":184,""y"":132,""action"":""move""},{""x"":186,""y"":132,""action"":""move""},{""x"":186,""y"":132,""action"":""move""},{""x"":187,""y"":132,""action"":""move""},{""x"":187,""y"":132,""action"":""move""},{""x"":188,""y"":132,""action"":""move""},{""x"":188,""y"":132,""action"":""move""},{""x"":189,""y"":132,""action"":""move""},{""x"":189,""y"":132,""action"":""move""},{""action"":""end"",""t"":38996}],[{""x"":159,""y"":98,""color"":""#000000"",""action"":""start"",""t"":41080},{""x"":159,""y"":98,""action"":""move""},{""x"":160,""y"":98,""action"":""move""},{""x"":162,""y"":98,""action"":""move""},{""x"":165,""y"":98,""action"":""move""},{""x"":169,""y"":98,""action"":""move""},{""x"":172,""y"":98,""action"":""move""},{""x"":175,""y"":98,""action"":""move""},{""x"":177,""y"":98,""action"":""move""},{""x"":179,""y"":98,""action"":""move""},{""x"":180,""y"":98,""action"":""move""},{""x"":180,""y"":98,""action"":""move""},{""x"":181,""y"":98,""action"":""move""},{""x"":181,""y"":98,""action"":""move""},{""x"":181,""y"":98,""action"":""move""},{""x"":182,""y"":98,""action"":""move""},{""x"":182,""y"":98,""action"":""move""},{""x"":182,""y"":98,""action"":""move""},{""x"":183,""y"":98,""action"":""move""},{""x"":183,""y"":98,""action"":""move""},{""x"":183,""y"":98,""action"":""move""},{""x"":183,""y"":98,""action"":""move""},{""x"":183,""y"":97,""action"":""move""},{""x"":183,""y"":97,""action"":""move""},{""action"":""end"",""t"":41645}],[{""x"":159,""y"":115,""color"":""#000000"",""action"":""start"",""t"":43316},{""x"":159,""y"":115,""action"":""move""},{""x"":159,""y"":115,""action"":""move""},{""x"":160,""y"":115,""action"":""move""},{""x"":163,""y"":115,""action"":""move""},{""x"":166,""y"":115,""action"":""move""},{""x"":168,""y"":115,""action"":""move""},{""x"":170,""y"":115,""action"":""move""},{""x"":171,""y"":115,""action"":""move""},{""x"":172,""y"":115,""action"":""move""},{""x"":172,""y"":115,""action"":""move""},{""x"":173,""y"":115,""action"":""move""},{""x"":173,""y"":115,""action"":""move""},{""x"":173,""y"":115,""action"":""move""},{""x"":173,""y"":115,""action"":""move""},{""x"":174,""y"":115,""action"":""move""},{""x"":174,""y"":115,""action"":""move""},{""x"":174,""y"":115,""action"":""move""},{""x"":174,""y"":115,""action"":""move""},{""x"":174,""y"":115,""action"":""move""},{""action"":""end"",""t"":43929}],[{""x"":200,""y"":103,""color"":""#000000"",""action"":""start"",""t"":44762},{""x"":200,""y"":103,""action"":""move""},{""x"":200,""y"":104,""action"":""move""},{""x"":200,""y"":107,""action"":""move""},{""x"":200,""y"":112,""action"":""move""},{""x"":200,""y"":118,""action"":""move""},{""x"":201,""y"":124,""action"":""move""},{""x"":201,""y"":128,""action"":""move""},{""x"":201,""y"":131,""action"":""move""},{""x"":201,""y"":133,""action"":""move""},{""x"":201,""y"":134,""action"":""move""},{""x"":201,""y"":136,""action"":""move""},{""x"":201,""y"":137,""action"":""move""},{""x"":201,""y"":138,""action"":""move""},{""x"":201,""y"":139,""action"":""move""},{""x"":201,""y"":140,""action"":""move""},{""x"":201,""y"":142,""action"":""move""},{""x"":201,""y"":143,""action"":""move""},{""x"":201,""y"":144,""action"":""move""},{""x"":201,""y"":145,""action"":""move""},{""x"":201,""y"":145,""action"":""move""},{""action"":""end"",""t"":45346}],[{""x"":201,""y"":110,""color"":""#000000"",""action"":""start"",""t"":46313},{""action"":""end"",""t"":46380}],[{""x"":201,""y"":110,""color"":""#000000"",""action"":""start"",""t"":46579},{""x"":201,""y"":110,""action"":""move""},{""x"":203,""y"":111,""action"":""move""},{""x"":206,""y"":112,""action"":""move""},{""x"":209,""y"":115,""action"":""move""},{""x"":212,""y"":117,""action"":""move""},{""x"":214,""y"":118,""action"":""move""},{""x"":215,""y"":119,""action"":""move""},{""x"":216,""y"":120,""action"":""move""},{""x"":217,""y"":121,""action"":""move""},{""x"":217,""y"":121,""action"":""move""},{""x"":219,""y"":123,""action"":""move""},{""x"":220,""y"":125,""action"":""move""},{""x"":222,""y"":128,""action"":""move""},{""x"":224,""y"":131,""action"":""move""},{""x"":226,""y"":134,""action"":""move""},{""x"":228,""y"":136,""action"":""move""},{""x"":229,""y"":138,""action"":""move""},{""x"":230,""y"":139,""action"":""move""},{""x"":230,""y"":139,""action"":""move""},{""x"":230,""y"":139,""action"":""move""},{""x"":231,""y"":139,""action"":""move""},{""x"":231,""y"":139,""action"":""move""},{""x"":231,""y"":139,""action"":""move""},{""x"":231,""y"":139,""action"":""move""},{""x"":231,""y"":138,""action"":""move""},{""x"":231,""y"":136,""action"":""move""},{""x"":231,""y"":134,""action"":""move""},{""x"":231,""y"":132,""action"":""move""},{""x"":231,""y"":129,""action"":""move""},{""x"":231,""y"":126,""action"":""move""},{""x"":231,""y"":122,""action"":""move""},{""x"":231,""y"":119,""action"":""move""},{""x"":231,""y"":115,""action"":""move""},{""x"":231,""y"":112,""action"":""move""},{""x"":231,""y"":110,""action"":""move""},{""x"":231,""y"":107,""action"":""move""},{""x"":231,""y"":105,""action"":""move""},{""x"":231,""y"":103,""action"":""move""},{""x"":231,""y"":102,""action"":""move""},{""x"":231,""y"":101,""action"":""move""},{""x"":231,""y"":100,""action"":""move""},{""x"":231,""y"":100,""action"":""move""},{""x"":231,""y"":100,""action"":""move""},{""x"":231,""y"":99,""action"":""move""},{""x"":231,""y"":99,""action"":""move""},{""x"":231,""y"":98,""action"":""move""},{""x"":231,""y"":98,""action"":""move""},{""x"":231,""y"":98,""action"":""move""},{""x"":231,""y"":97,""action"":""move""},{""action"":""end"",""t"":47913}]]","",""
